Mod:Item:MetaData, Localized Name
industrialupgrade:transformer_iu:3, Трансформатор ВкВН
industrialupgrade:transformer_iu:4, Трансформатор СВкВН
industrialupgrade:transformer_iu:5, Трансформатор ПкВН
industrialupgrade:transformer_iu:6, Трансформатор МВН
industrialupgrade:transformer_iu:7, Трансформатор НН
industrialupgrade:transformer_iu:8, Трансформатор СН
industrialupgrade:transformer_iu:9, Трансформатор ВН
industrialupgrade:transformer_iu:10, Трансформатор СВН
industrialupgrade:gen_sunnarium:0, Преобразователь соларита
industrialupgrade:upgrade_block:0, Модификационная станция
powerutils:powerutils:0, Конвертер энергии EU/RF
powerutils:powerutils:1, Конвертер энергии EU/FE
powerutils:powerutils:2, Конвертер энергии EU/TE
powerutils:powerutils:3, Конвертер энергии EU/QE
industrialupgrade:basemachine3:1, Радиационный очиститель
industrialupgrade:basemachine3:2, Приватизатор
industrialupgrade:basemachine3:3, Настройщик беспроводной связи
industrialupgrade:basemachine3:4, Автоматический охотник
industrialupgrade:basemachine3:5, Электрический нагреватель
industrialupgrade:basemachine3:6, Жидкостный нагреватель
industrialupgrade:basemachine3:7, Противомагнитная машина
industrialupgrade:basemachine3:8, Станция снятия модулей
industrialupgrade:basemachine3:9, Генератор воды
industrialupgrade:basemachine3:10, Холодильник
industrialupgrade:basemachine3:11, Воздухоразделительная установка
industrialupgrade:basemachine3:12, Объединитель генераторов солнечной энергии
industrialupgrade:basemachine3:13, Сборщик зондов
industrialupgrade:basemachine3:14, Стол космических исследований
industrialupgrade:basemachine3:15, Сборщик ракет
industrialupgrade:basemachine3:16, Ракетная стартовая площадка
industrialupgrade:basemachine3:17, Сборщик роторов
industrialupgrade:basemachine3:18, Станция модификации роторов
industrialupgrade:basemachine3:19, Сборщик спутников
industrialupgrade:basemachine3:20, Анализатор почвы
industrialupgrade:basemachine3:21, Сборщик лопастей
industrialupgrade:basemachine3:22, Сборщик кинетических генераторов
industrialupgrade:basemachine3:23, Эндер-сборщик
industrialupgrade:basemachine3:24, Стол исследований
industrialupgrade:basemachine3:25, Создатель шаблонов
industrialupgrade:basemachine3:26, Газовый смеситель
industrialupgrade:basemachine3:27, Сундук анализатора
industrialupgrade:basemachine3:28, Ветрогенератор
industrialupgrade:basemachine3:29, Улучшенный ветрогенератор
industrialupgrade:basemachine3:30, Продвинутый ветрогенератор
industrialupgrade:basemachine3:31, Совершенный ветрогенератор
industrialupgrade:basemachine3:32, Контроллер энергии
industrialupgrade:basemachine3:33, Устройство управления кабелем
industrialupgrade:basemachine3:34, Воздушный преобразователь
industrialupgrade:basemachine3:35, Водяной преобразователь
industrialupgrade:basemachine3:36, Земляной преобразователь
industrialupgrade:basemachine3:37, Адский преобразователь
industrialupgrade:basemachine3:38, Экскаватор
industrialupgrade:basemachine3:39, Кристаллизатор
industrialupgrade:basemachine3:40, §eУлучшенный минеральный сепаратор
industrialupgrade:basemachine3:41, §eПродвинутый минеральный сепаратор
industrialupgrade:basemachine3:42, §eСовершенный минеральный сепаратор
industrialupgrade:basemachine3:43, §eСтанция модификации водяных роторов
industrialupgrade:basemachine3:44, §eСборщик водяных роторов
industrialupgrade:basemachine3:45, §eГидрогенератор
industrialupgrade:basemachine3:46, §eУлучшенный гидрогенератор
industrialupgrade:basemachine3:47, §eПродвинутый гидрогенератор
industrialupgrade:basemachine3:48, §eСовершенный гидрогенератор
industrialupgrade:basemachine3:49, §eСканер
industrialupgrade:basemachine3:50, §eУлучшенный сканер
industrialupgrade:basemachine3:51, §eПродвинутый сканер
industrialupgrade:basemachine3:52, §eСовершенный сканер
industrialupgrade:basemachine3:53, §eРепликатор
industrialupgrade:basemachine3:54, §eУлучшенный репликатор
industrialupgrade:basemachine3:55, §eПродвинутый репликатор
industrialupgrade:basemachine3:56, §eСовершенный репликатор
industrialupgrade:basemachine3:57, §eХранилище солнечной энергии
industrialupgrade:basemachine3:58, §eУлучшенное хранилище солнечной энергии
industrialupgrade:basemachine3:59, §eПродвинутое хранилище солнечной энергии
industrialupgrade:basemachine3:60, §eСовершенное хранилище солнечной энергии
industrialupgrade:basemachine3:61, §eХранилище квантовой энергии
industrialupgrade:basemachine3:62, §eУлучшенное хранилище квантовой энергии
industrialupgrade:basemachine3:63, §eПродвинутое хранилище квантовой энергии
industrialupgrade:basemachine3:64, §eСовершенное хранилище квантовой энергии
industrialupgrade:basemachine3:65, §eСолнечный опреснитель
industrialupgrade:basemachine3:66, §eУлучшенный солнечный опреснитель
industrialupgrade:basemachine3:67, §eПродвинутый солнечный опреснитель
industrialupgrade:basemachine3:68, §eСовершенный солнечный опреснитель
industrialupgrade:basemachine3:69, §eОграничитель энергии
industrialupgrade:basemachine3:70, §eГенератор на красном камне
industrialupgrade:basemachine3:71, §eУлучшенный генератор на красном камне
industrialupgrade:basemachine3:72, §eПродвинутый генератор на красном камне
industrialupgrade:basemachine3:73, §eСовершенный генератор на красном камне
industrialupgrade:basemachine3:74, Сварочный аппарат
industrialupgrade:basemachine3:75, Контроллер реактора
industrialupgrade:double_transformer:0, Продвинутый молекулярный преобразователь
industrialupgrade:basemachine1:3, Улучшенный завод сплавов
industrialupgrade:basemachine1:4, Улучшенный геотермальный генератор
industrialupgrade:basemachine1:5, Продвинутый геотермальный генератор
industrialupgrade:basemachine1:6, Совершенный геотермальный генератор
industrialupgrade:basemachine1:7, Улучшенный ядерный реактор
industrialupgrade:basemachine1:8, Продвинутый ядерный реактор
industrialupgrade:basemachine1:9, Совершенный ядерный реактор
industrialupgrade:basemachine1:10, Обогатитель
industrialupgrade:basemachine1:11, Реактор ядерного синтеза
industrialupgrade:basemachine1:12, Минеральный сепаратор
industrialupgrade:basemachine1:13, Производитель иссушителей
industrialupgrade:basemachine1:14, Магнитный уловитель
industrialupgrade:basemachine1:15, Магнитный генератор
industrialupgrade:basemachine2:0, §9Комбинированный генератор жидкой материи
industrialupgrade:basemachine2:1, Рыболовная машина
industrialupgrade:basemachine2:2, Анализатор
industrialupgrade:basemachine2:3, Красильная машина
